,Data,Vendedor,Produto,Forma Pagamento,Preço Unitário,Qtd,Unnamed: 7,Unnamed: 8
4511,4/27/2019,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
4512,4/27/2019,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
4513,4/27/2019,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
4514,4/27/2019,Renato Souza,Produto G,Dinheiro,R$ 165.00,1,,
4515,4/29/2019,Anderson Gomes,Produto G,Boleto Bancário,R$ 165.00,3,,
4516,4/29/2019,Camila Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
4517,4/29/2019,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
4518,4/29/2019,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
4519,4/29/2019,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,3,,
4520,4/30/2019,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,3,,
4521,4/30/2019,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
4522,5/1/2019,Diana Martins,Produto B,Cartão de Crédito,R$ 577.50,1,,
4523,5/1/2019,Renato Souza,Produto E,Dinheiro,R$ 709.50,3,,
4524,5/1/2019,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,1,,
4525,5/1/2019,Renato Souza,Produto D,Dinheiro,R$ 759.00,1,,
4526,5/1/2019,Felipe Melo,Produto C,Boleto Bancário,R$ 148.50,1,,
4527,5/2/2019,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,1,,
4528,5/2/2019,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,2,,
4529,5/2/2019,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,1,,
4530,5/2/2019,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,1,,
4531,5/3/2019,Camila Souza,Produto F,Dinheiro,R$ 478.50,1,,
4532,5/3/2019,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,2,,
4533,5/3/2019,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,2,,
4534,5/4/2019,Clara Nunes,Produto H,Boleto Bancário,R$ 396.00,1,,
4535,5/4/2019,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,1,,
4536,5/5/2019,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
4537,5/5/2019,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,1,,
4538,5/6/2019,Anderson Gomes,Produto G,Dinheiro,R$ 165.00,1,,
4539,5/6/2019,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,3,,
4540,5/7/2019,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
4541,5/7/2019,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,3,,
4542,5/7/2019,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,3,,
4543,5/7/2019,Renato Souza,Produto B,Boleto Bancário,R$ 577.50,1,,
4544,5/8/2019,Renato Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
4545,5/8/2019,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,2,,
4546,5/9/2019,Diana Martins,Produto G,Boleto Bancário,R$ 165.00,1,,
4547,5/9/2019,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,1,,
4548,5/9/2019,Diana Martins,Produto B,Boleto Bancário,R$ 577.50,1,,
4549,5/10/2019,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
4550,5/11/2019,Renato Souza,Produto F,Cartão de Crédito,R$ 478.50,3,,
4551,5/11/2019,Diana Martins,Produto E,Dinheiro,R$ 709.50,1,,
4552,5/11/2019,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
4553,5/11/2019,Diana Martins,Produto F,Cartão de Crédito,R$ 478.50,1,,
4554,5/11/2019,Felipe Melo,Produto F,Boleto Bancário,R$ 478.50,1,,
4555,5/11/2019,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
4556,5/11/2019,Renato Souza,Produto C,Boleto Bancário,R$ 148.50,1,,
4557,5/11/2019,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
4558,5/12/2019,Diana Martins,Produto B,Cartão de Crédito,R$ 577.50,2,,
4559,5/12/2019,Felipe Melo,Produto G,Cartão de Crédito,R$ 165.00,1,,
4560,5/13/2019,Diana Martins,Produto A,Boleto Bancário,R$ 445.50,3,,
4561,5/13/2019,Diana Martins,Produto I,Dinheiro,R$ 759.00,3,,
4562,5/13/2019,Clara Nunes,Produto G,Dinheiro,R$ 165.00,2,,
4563,5/14/2019,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
4564,5/14/2019,Clara Nunes,Produto I,Dinheiro,R$ 759.00,1,,
4565,5/15/2019,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,3,,
4566,5/15/2019,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
4567,5/15/2019,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,1,,
4568,5/16/2019,Diana Martins,Produto A,Dinheiro,R$ 445.50,1,,
4569,5/16/2019,Renato Souza,Produto F,Dinheiro,R$ 478.50,2,,
4570,5/16/2019,Clara Nunes,Produto B,Boleto Bancário,R$ 577.50,1,,
4571,5/16/2019,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
4572,5/16/2019,Diana Martins,Produto H,Boleto Bancário,R$ 396.00,1,,
4573,5/17/2019,Clara Nunes,Produto I,Boleto Bancário,R$ 759.00,1,,
4574,5/17/2019,Diana Martins,Produto D,Dinheiro,R$ 759.00,1,,
4575,5/17/2019,Anderson Gomes,Produto I,Dinheiro,R$ 759.00,1,,
4576,5/17/2019,Renato Souza,Produto B,Dinheiro,R$ 577.50,1,,
4577,5/19/2019,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,3,,
4578,5/20/2019,Diana Martins,Produto F,Cartão de Crédito,R$ 478.50,3,,
4579,5/20/2019,Clara Nunes,Produto H,Boleto Bancário,R$ 396.00,1,,
4580,5/21/2019,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
4581,5/21/2019,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
4582,5/22/2019,Felipe Melo,Produto J,Dinheiro,R$ 66.00,1,,
4583,5/22/2019,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,3,,
4584,5/23/2019,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,1,,
4585,5/23/2019,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,3,,
4586,5/23/2019,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,1,,
4587,5/23/2019,Anderson Gomes,Produto G,Boleto Bancário,R$ 165.00,1,,
4588,5/24/2019,Renato Souza,Produto B,Dinheiro,R$ 577.50,2,,
4589,5/24/2019,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,2,,
4590,5/24/2019,Diana Martins,Produto H,Cartão de Crédito,R$ 396.00,1,,
4591,5/26/2019,Renato Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
4592,5/26/2019,Diana Martins,Produto B,Cartão de Crédito,R$ 577.50,3,,
4593,5/27/2019,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
4594,5/28/2019,Camila Souza,Produto C,Boleto Bancário,R$ 148.50,2,,
4595,5/28/2019,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
4596,5/28/2019,Diana Martins,Produto I,Boleto Bancário,R$ 759.00,1,,
4597,5/29/2019,Anderson Gomes,Produto F,Boleto Bancário,R$ 478.50,1,,
4598,5/29/2019,Renato Souza,Produto F,Boleto Bancário,R$ 478.50,1,,
4599,5/30/2019,Anderson Gomes,Produto F,Dinheiro,R$ 478.50,1,,
4600,5/30/2019,Anderson Gomes,Produto E,Dinheiro,R$ 709.50,1,,
4601,5/30/2019,Clara Nunes,Produto G,Dinheiro,R$ 165.00,1,,
4602,5/30/2019,Diana Martins,Produto H,Cartão de Crédito,R$ 396.00,1,,
4603,5/31/2019,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
4604,6/1/2019,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,1,,
4605,6/1/2019,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,1,,
4606,6/1/2019,Diana Martins,Produto D,Cartão de Crédito,R$ 759.00,1,,
4607,6/1/2019,Diana Martins,Produto F,Dinheiro,R$ 478.50,3,,
4608,6/1/2019,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,1,,
4609,6/2/2019,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
4610,6/3/2019,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,1,,
4611,6/3/2019,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
4612,6/3/2019,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,1,,
4613,6/4/2019,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,1,,
4614,6/4/2019,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
4615,6/5/2019,Renato Souza,Produto I,Dinheiro,R$ 759.00,1,,
4616,6/5/2019,Anderson Gomes,Produto A,Cartão de Crédito,R$ 445.50,1,,
4617,6/6/2019,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
4618,6/6/2019,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,2,,
4619,6/6/2019,Felipe Melo,Produto H,Dinheiro,R$ 396.00,1,,
4620,6/6/2019,Diana Martins,Produto D,Cartão de Crédito,R$ 759.00,1,,
4621,6/7/2019,Diana Martins,Produto F,Dinheiro,R$ 478.50,2,,
4622,6/7/2019,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,1,,
4623,6/7/2019,Renato Souza,Produto B,Boleto Bancário,R$ 577.50,2,,
4624,6/7/2019,Camila Souza,Produto F,Dinheiro,R$ 478.50,1,,
4625,6/7/2019,Clara Nunes,Produto A,Dinheiro,R$ 445.50,1,,
4626,6/8/2019,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
4627,6/8/2019,Diana Martins,Produto C,Boleto Bancário,R$ 148.50,2,,
4628,6/8/2019,Camila Souza,Produto I,Dinheiro,R$ 759.00,1,,
4629,6/9/2019,Felipe Melo,Produto B,Boleto Bancário,R$ 577.50,1,,
4630,6/9/2019,Diana Martins,Produto B,Boleto Bancário,R$ 577.50,3,,
4631,6/10/2019,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
4632,6/10/2019,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,2,,
4633,6/11/2019,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
4634,6/11/2019,Clara Nunes,Produto F,Dinheiro,R$ 478.50,1,,
4635,6/12/2019,Renato Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
4636,6/12/2019,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,2,,
4637,6/13/2019,Clara Nunes,Produto A,Dinheiro,R$ 445.50,3,,
4638,6/13/2019,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,3,,
4639,6/13/2019,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
4640,6/14/2019,Diana Martins,Produto H,Boleto Bancário,R$ 396.00,2,,
4641,6/14/2019,Felipe Melo,Produto D,Cartão de Crédito,R$ 759.00,1,,
4642,6/15/2019,Camila Souza,Produto D,Boleto Bancário,R$ 759.00,1,,
4643,6/15/2019,Diana Martins,Produto C,Boleto Bancário,R$ 148.50,1,,
4644,6/16/2019,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
4645,6/16/2019,Clara Nunes,Produto H,Dinheiro,R$ 396.00,1,,
4646,6/16/2019,Anderson Gomes,Produto E,Dinheiro,R$ 709.50,1,,
4647,6/16/2019,Diana Martins,Produto F,Dinheiro,R$ 478.50,1,,
4648,6/16/2019,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,3,,
4649,6/17/2019,Camila Souza,Produto D,Boleto Bancário,R$ 759.00,2,,
4650,6/17/2019,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,1,,
4651,6/17/2019,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
4652,6/17/2019,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,1,,
4653,6/17/2019,Diana Martins,Produto F,Cartão de Crédito,R$ 478.50,2,,
4654,6/17/2019,Diana Martins,Produto B,Dinheiro,R$ 577.50,1,,
4655,6/18/2019,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
4656,6/18/2019,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
4657,6/18/2019,Felipe Melo,Produto C,Dinheiro,R$ 148.50,1,,
4658,6/19/2019,Renato Souza,Produto I,Boleto Bancário,R$ 759.00,2,,
4659,6/19/2019,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
4660,6/19/2019,Diana Martins,Produto H,Cartão de Crédito,R$ 396.00,1,,
4661,6/20/2019,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
4662,6/20/2019,Camila Souza,Produto B,Dinheiro,R$ 577.50,1,,
4663,6/22/2019,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
4664,6/22/2019,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,1,,
4665,6/22/2019,Clara Nunes,Produto I,Dinheiro,R$ 759.00,1,,
4666,6/24/2019,Diana Martins,Produto J,Boleto Bancário,R$ 66.00,1,,
4667,6/24/2019,Renato Souza,Produto F,Dinheiro,R$ 478.50,2,,
4668,6/25/2019,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
4669,6/25/2019,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
4670,6/26/2019,Diana Martins,Produto C,Cartão de Crédito,R$ 148.50,1,,
4671,6/26/2019,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
4672,6/26/2019,Camila Souza,Produto A,Dinheiro,R$ 445.50,1,,
4673,6/26/2019,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,1,,
4674,6/26/2019,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,1,,
4675,6/27/2019,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
4676,6/27/2019,Clara Nunes,Produto H,Dinheiro,R$ 396.00,3,,
4677,6/27/2019,Renato Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
4678,6/28/2019,Clara Nunes,Produto E,Boleto Bancário,R$ 709.50,1,,
4679,6/29/2019,Renato Souza,Produto F,Dinheiro,R$ 478.50,2,,
4680,6/29/2019,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
4681,6/29/2019,Camila Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
4682,6/30/2019,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,1,,
4683,6/30/2019,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,1,,
4684,6/30/2019,Clara Nunes,Produto A,Boleto Bancário,R$ 445.50,3,,
4685,6/30/2019,Camila Souza,Produto G,Boleto Bancário,R$ 165.00,1,,
4686,6/30/2019,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,1,,
4687,7/1/2019,Renato Souza,Produto F,Dinheiro,R$ 478.50,1,,
4688,7/1/2019,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
4689,7/1/2019,Clara Nunes,Produto C,Boleto Bancário,R$ 148.50,1,,
4690,7/2/2019,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
4691,7/2/2019,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,3,,
4692,7/2/2019,Anderson Gomes,Produto A,Cartão de Crédito,R$ 445.50,1,,
4693,7/2/2019,Felipe Melo,Produto F,Boleto Bancário,R$ 478.50,2,,
4694,7/2/2019,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
4695,7/3/2019,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
4696,7/3/2019,Diana Martins,Produto F,Cartão de Crédito,R$ 478.50,1,,
4697,7/3/2019,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,3,,
4698,7/4/2019,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,3,,
4699,7/4/2019,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,2,,
4700,7/4/2019,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,1,,
4701,7/5/2019,Felipe Melo,Produto D,Dinheiro,R$ 759.00,1,,
4702,7/6/2019,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,1,,
4703,7/6/2019,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
4704,7/6/2019,Felipe Melo,Produto E,Dinheiro,R$ 709.50,1,,
4705,7/6/2019,Anderson Gomes,Produto B,Boleto Bancário,R$ 577.50,1,,
4706,7/6/2019,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
4707,7/6/2019,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,1,,
4708,7/7/2019,Renato Souza,Produto A,Boleto Bancário,R$ 445.50,2,,
4709,7/7/2019,Anderson Gomes,Produto J,Boleto Bancário,R$ 66.00,1,,
4710,7/7/2019,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
4711,7/8/2019,Camila Souza,Produto E,Dinheiro,R$ 709.50,1,,
4712,7/8/2019,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,1,,
4713,7/8/2019,Anderson Gomes,Produto H,Boleto Bancário,R$ 396.00,1,,
4714,7/9/2019,Diana Martins,Produto C,Cartão de Crédito,R$ 148.50,2,,
4715,7/10/2019,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
4716,7/10/2019,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
4717,7/10/2019,Felipe Melo,Produto F,Dinheiro,R$ 478.50,1,,
4718,7/11/2019,Felipe Melo,Produto F,Dinheiro,R$ 478.50,1,,
4719,7/11/2019,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,1,,
4720,7/11/2019,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
4721,7/11/2019,Renato Souza,Produto E,Boleto Bancário,R$ 709.50,1,,
4722,7/12/2019,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,1,,
4723,7/12/2019,Anderson Gomes,Produto J,Dinheiro,R$ 66.00,3,,
4724,7/12/2019,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
4725,7/12/2019,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
4726,7/13/2019,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
4727,7/13/2019,Camila Souza,Produto D,Boleto Bancário,R$ 759.00,1,,
4728,7/13/2019,Diana Martins,Produto B,Boleto Bancário,R$ 577.50,1,,
4729,7/13/2019,Felipe Melo,Produto D,Cartão de Crédito,R$ 759.00,1,,
4730,7/14/2019,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
4731,7/14/2019,Renato Souza,Produto I,Boleto Bancário,R$ 759.00,2,,
4732,7/15/2019,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
4733,7/15/2019,Diana Martins,Produto F,Cartão de Crédito,R$ 478.50,2,,
4734,7/16/2019,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,1,,
4735,7/16/2019,Camila Souza,Produto I,Boleto Bancário,R$ 759.00,3,,
4736,7/16/2019,Anderson Gomes,Produto G,Dinheiro,R$ 165.00,1,,
4737,7/18/2019,Renato Souza,Produto H,Dinheiro,R$ 396.00,1,,
4738,7/18/2019,Renato Souza,Produto B,Dinheiro,R$ 577.50,1,,
4739,7/18/2019,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
4740,7/18/2019,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,1,,
4741,7/18/2019,Anderson Gomes,Produto D,Dinheiro,R$ 759.00,3,,
4742,7/18/2019,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
4743,7/18/2019,Diana Martins,Produto C,Dinheiro,R$ 148.50,1,,
4744,7/20/2019,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
4745,7/20/2019,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,1,,
4746,7/20/2019,Clara Nunes,Produto B,Cartão de Crédito,R$ 577.50,1,,
4747,7/21/2019,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,2,,
4748,7/21/2019,Clara Nunes,Produto H,Dinheiro,R$ 396.00,1,,
4749,7/21/2019,Diana Martins,Produto E,Dinheiro,R$ 709.50,1,,
4750,7/21/2019,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
4751,7/22/2019,Camila Souza,Produto I,Boleto Bancário,R$ 759.00,2,,
4752,7/22/2019,Clara Nunes,Produto D,Dinheiro,R$ 759.00,1,,
4753,7/22/2019,Camila Souza,Produto B,Boleto Bancário,R$ 577.50,1,,
4754,7/22/2019,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,1,,
4755,7/22/2019,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,1,,
4756,7/22/2019,Diana Martins,Produto F,Dinheiro,R$ 478.50,3,,
4757,7/23/2019,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,2,,
4758,7/23/2019,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,1,,
4759,7/24/2019,Felipe Melo,Produto J,Dinheiro,R$ 66.00,1,,
4760,7/24/2019,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
4761,7/24/2019,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
4762,7/24/2019,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,3,,
4763,7/24/2019,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
4764,7/25/2019,Diana Martins,Produto F,Dinheiro,R$ 478.50,3,,
4765,7/25/2019,Diana Martins,Produto A,Boleto Bancário,R$ 445.50,3,,
4766,7/25/2019,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,1,,
4767,7/25/2019,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
4768,7/25/2019,Renato Souza,Produto F,Boleto Bancário,R$ 478.50,2,,
4769,7/26/2019,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,3,,
4770,7/26/2019,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
4771,7/26/2019,Diana Martins,Produto I,Dinheiro,R$ 759.00,1,,
4772,7/27/2019,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
4773,7/27/2019,Camila Souza,Produto E,Boleto Bancário,R$ 709.50,1,,
4774,7/28/2019,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,1,,
4775,7/28/2019,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
4776,7/28/2019,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
4777,7/28/2019,Diana Martins,Produto I,Boleto Bancário,R$ 759.00,1,,
4778,7/30/2019,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
4779,7/30/2019,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
4780,7/31/2019,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
4781,7/31/2019,Anderson Gomes,Produto J,Boleto Bancário,R$ 66.00,1,,
4782,7/31/2019,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
4783,8/1/2019,Felipe Melo,Produto A,Dinheiro,R$ 445.50,1,,
4784,8/2/2019,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,3,,
4785,8/2/2019,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
4786,8/2/2019,Felipe Melo,Produto E,Dinheiro,R$ 709.50,2,,
4787,8/3/2019,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
4788,8/3/2019,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
4789,8/3/2019,Renato Souza,Produto C,Dinheiro,R$ 148.50,1,,
4790,8/3/2019,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
4791,8/3/2019,Camila Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
4792,8/3/2019,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,1,,
4793,8/4/2019,Diana Martins,Produto D,Dinheiro,R$ 759.00,1,,
4794,8/4/2019,Felipe Melo,Produto I,Dinheiro,R$ 759.00,1,,
4795,8/4/2019,Clara Nunes,Produto J,Boleto Bancário,R$ 66.00,1,,
4796,8/5/2019,Camila Souza,Produto C,Dinheiro,R$ 148.50,1,,
4797,8/5/2019,Camila Souza,Produto C,Boleto Bancário,R$ 148.50,3,,
4798,8/6/2019,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,2,,
4799,8/6/2019,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,2,,
4800,8/6/2019,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
4801,8/7/2019,Felipe Melo,Produto A,Boleto Bancário,R$ 445.50,1,,
4802,8/7/2019,Clara Nunes,Produto E,Dinheiro,R$ 709.50,1,,
4803,8/7/2019,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
4804,8/8/2019,Felipe Melo,Produto I,Dinheiro,R$ 759.00,2,,
4805,8/8/2019,Clara Nunes,Produto A,Boleto Bancário,R$ 445.50,2,,
4806,8/9/2019,Camila Souza,Produto J,Dinheiro,R$ 66.00,1,,
4807,8/9/2019,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,3,,
4808,8/9/2019,Anderson Gomes,Produto D,Boleto Bancário,R$ 759.00,1,,
4809,8/10/2019,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,1,,
4810,8/10/2019,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
4811,8/10/2019,Camila Souza,Produto B,Dinheiro,R$ 577.50,1,,
4812,8/10/2019,Camila Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
4813,8/10/2019,Clara Nunes,Produto B,Dinheiro,R$ 577.50,1,,
4814,8/11/2019,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,1,,
4815,8/11/2019,Anderson Gomes,Produto H,Dinheiro,R$ 396.00,2,,
4816,8/11/2019,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,1,,
4817,8/11/2019,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,1,,
4818,8/11/2019,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,1,,
4819,8/11/2019,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
4820,8/11/2019,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
4821,8/12/2019,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,2,,
4822,8/12/2019,Clara Nunes,Produto G,Dinheiro,R$ 165.00,1,,
4823,8/12/2019,Clara Nunes,Produto E,Boleto Bancário,R$ 709.50,1,,
4824,8/13/2019,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,2,,
4825,8/13/2019,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,1,,
4826,8/13/2019,Clara Nunes,Produto B,Dinheiro,R$ 577.50,1,,
4827,8/14/2019,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,1,,
4828,8/14/2019,Clara Nunes,Produto I,Dinheiro,R$ 759.00,1,,
